Hanji,TL
身心障礙人士,sin-sim tsiòng-gāi jîn-sū
身心障礙人士,sin-sim tsiòng-gāi lîn-sū
身體自主權,sin-thé tsū-tsú-khuân
身體自主權,sin-thé tsū-tsú-kuân
里民大會,lí-bîn tāi-huē
里辦公處,lí pān-kong-tshù
防疫措施,hông-i̍k tshòo-si
亞洲大陸,A-tsiu Tāi-lio̍k
依法行政,i huat hîng-tsìng
兒童及少年福利與權益保障法,Jî-tông ki̍p siàu-liân Hok-lī ú khuân-ik Pó-tsiong-huat
兒童及少年福利與權益保障法,Jî-tông ki̍p siàu-liân Hok-lī ú khuân-ik Pó-tsiòng-huat
兒童及少年福利與權益保障法,Jî-tông ki̍p siàu-liân Hok-lī ú kuân-ik Pó-tsiong-huat
兒童及少年福利與權益保障法,Jî-tông ki̍p siàu-liân Hok-lī ú kuân-ik Pó-tsiòng-huat
兒童及少年福利與權益保障法,Lî-tông ki̍p siàu-liân Hok-lī ú khuân-ik Pó-tsiong-huat
兒童及少年福利與權益保障法,Lî-tông ki̍p siàu-liân Hok-lī ú khuân-ik Pó-tsiòng-huat
兒童及少年福利與權益保障法,Lî-tông ki̍p siàu-liân Hok-lī ú kuân-ik Pó-tsiong-huat
兒童及少年福利與權益保障法,Lî-tông ki̍p siàu-liân Hok-lī ú kuân-ik Pó-tsiòng-huat
兒童節,Jî-tông-tseh
兒童節,Jî-tông-tsueh
兒童節,Lî-tông-tseh
兒童節,Lî-tông-tsueh
兒童權利公約,Jî-tông Khuân-lī Kong-iok
兒童權利公約,Jî-tông Kuân-lī Kong-iok
兒童權利公約,Lî-tông Khuân-lī Kong-iok
兒童權利公約,Lî-tông Kuân-lī Kong-iok
卑南文化,Pi-lâm Bûn-huà
卑南遺址,Pi-lâm Uî-tsí
受益權,siū-ik-khuân
受益權,siū-ik-kuân
受教權,siū-kàu-khuân
受教權,siū-kàu-kuân
和平紀念日,Hô-pîng Kì-liām-ji̍t
和平紀念日,Hô-pîng Kì-liām-li̍t
宗教信仰,tsong-kàu sìn-gióng
宗教慶典,tsong-kàu khìng-tián
宗族組織,tsong-tso̍k tsoo-tsit
宗親會,tsong-tshin-huē
宜蘭平原,Gî-lân Pîng-guân
岩岸,giâm-huānn
岩岸,gâm-huānn
海角,hái-kak
海鼻,hái-phīnn
岬灣,kap-uan
岬灣海岸地形,kap-uan hái-gān tuē-hîng
岬灣海岸地形,kap-uan hái-gān tē-hîng
岬灣海岸地形,kap-uan hái-huānn tuē-hîng
岬灣海岸地形,kap-uan hái-huānn tē-hîng
弧形島嶼,hôo-hîng tó-sū
性別平等,sìng-pia̍t pîng-tíng
性別偏見,sìng-pia̍t phian-kiàn
明鄭時期,Bîng-Tēnn Sî-kî
明鄭時期,Bîng-Tīnn Sî-kî
服兵役,ho̍k ping-ia̍h
服務業,ho̍k-bū-gia̍p
服務學習,ho̍k-bū ha̍k-si̍p
東北季風,tang-pak kuì-hong
東半球,Tang-puànn-kiû
東沙群島,Tang-sua kûn-tó
東沙群島,Tang-sua kûn-tóo
東亞地區,Tang-A tuē-khu
東亞地區,Tang-A tē-khu
東亞島弧,Tang-A tó-hôo
東經,Tong-king
台地,Tâi-tuē
台地,Tâi-tē
臺地,Tâi-tuē
臺地,Tâi-tē
林口台地,Nâ-kháu Tâi-tuē
林口台地,Nâ-kháu Tâi-tē
林口臺地,Nâ-kháu Tâi-tuē
林口臺地,Nâ-kháu Tâi-tē
林爽文事件,Lîm-sóng-bûn Sū-kiānn
河川流量,hô-tshuan liû-liōng
治臺政策,tī Tâi tsìng-tshik
治臺措施,tī Tâi tshòo-si
法國大革命,Huat-kok Tuā-kik-bīng
直轄市政府,ti̍t-hat-tshī tsìng-hú
直轄市議會,ti̍t-hat-tshī gī-huē
社區志工,siā-khu tsì-kang
社區營造,siā-khu îng-tsō
社教機構,siā-kàu ki-kòo
社會秩序,siā-huē tia̍t-sū
社會組織,siā-huē tsoo-tsit
社會規範,siā-huē kui-huān
社會運動,siā-huē ūn-tōng
社會福利,siā-huē hok-lī
社會變遷,siā-huē piàn-tshian
糾察隊,kiù-tshat-tuī
花東縱谷平原,Hua-Tang Tshióng-kok Pîng-guân
花綵列島,Hua-tshái lia̍t-tó
列島,lia̍t-tó
金門,Kim-mn̂g
金門列島,Kim-mn̂g lia̍t-tó
金門島,Kim-mn̂g-tó
金廣福公館,Kim-kóng-hok Kong-kuán
金錢價值觀,kim-tsînn kè-ta̍t-kuan
金屬器時代,Kim-sio̍k-khì Sî-tāi
金屬器時期,Kim-sio̍k-khì Sî-kî
長濱文化,Tiông-pin Bûn-huà
阿里山山脈,A-lí-san Suann-me̍h
阿拉伯板塊,A-la-pik Pán-khuài
雨量,hōo-liōng
青年節,Tshing-liân-tseh
青年節,Tshing-liân-tsueh
青年團,tshing-liân-thuân
青壯年人口,tshing-tsòng-liân jîn-kháu
青壯年人口,tshing-tsòng-liân lîn-kháu
亞非利加,A-hui-lī-ka
非洲,Hui-tsiu
非洲板塊,Hui-tsiu Pán-khuài
侵蝕作用,tshim-si̍h tsok-iōng
侵蝕風化,tshim-si̍h hong-huà
保甲制度,pó-kah tsè-tōo
南半球,Lâm-puànn-kiû
南回歸線,Lâm-huê-kui-suànn
南回歸線,lâm-huê-kui-suànn
南沙群島,Lâm-sua kûn-tó
南沙群島,Lâm-sua kûn-tóo
南極板塊,Lâm-ki̍k Pán-khuài
南極圈,Lâm-ki̍k-khuan
南緯,lâm-huī
南緯,lâm-uí
南韓,Lâm-Hân
南韓,Lâm-hân
客家人,Kheh-ka-lâng
客家桐花祭,Kheh-ka tâng-hue-tsè
客家桐花祭,Kheh-ka tông-hue-tsè
屏東平原,Pîn-tong Pîng-guân
恆春半島,Hîng-tshun Puànn-tó
恆春城,Hîng-tshun-siânn
政府單位,tsìng-hú tan-uī
政府機構,tsìng-hú ki-kòo
政府機關,tsìng-hú ki-kuan
政黨輪替,tsìng-tóng lûn-thè
施琅,Si Lông
星期,sing-kî
星期制,sing-kî-tsè
禮拜制,lé-pài-tsè
泉郊會館,Tsuân-kau huē-kuán
泉漳械鬥,Tsuân-Tsiang hâi-tàu
漳泉拚,Tsiang-Tsuân-piànn
流行文化,liû-hîng bûn-huà
珊瑚礁,suan-lôo-ta
珊瑚礁,suan-ôo-ta
珊瑚礁,sān-lôo-tsiau
珊瑚礁,sān-ôo-tsiau
珊瑚礁島,suan-ôo-ta tó
珊瑚礁島,suan-ôo-ta tóo
珊瑚礁島,sān-ôo-tsiau tó
珊瑚礁島,sān-ôo-tsiau tóo
珊瑚礁海岸,suan-ôo-ta hái-huānn
珊瑚礁海岸,sān-ôo-tsiau hái-huānn
預防射,ī-hông-siā
預防射,ū-hông-siā
注預防射,tsù ī-hông-siā
注預防射,tsù ū-hông-siā
皇民化運動,Hông-bîn-huà ūn-tōng
盆地,phûn-tuē
盆地,phûn-tē
科技產業,kho-ki sán-gia̍p
科舉考試,kho-kí khó-tshì
科舉考試,kho-kú khó-tshì
紅十字國際委員會,Âng-si̍p-jī Kok-tsè Uí-uân-huē
紅十字國際委員會,Âng-si̍p-lī Kok-tsè Uí-uân-huē
紅毛人,Âng-mn̂g-lâng
紅毛人,Âng-moo-lâng
美洲板塊,Bí-tsiu Pán-khuài
感恩節,Kám-un-tseh
感恩節,Kám-un-tsueh
耶誕節,Iâ-tàn-tseh
耶誕節,Iâ-tàn-tsueh
聖誕節,Sìng-tàn-tseh
聖誕節,Sìng-tàn-tsueh
苗栗丘陵,Biâu-li̍k Khiu-lîng
苗栗山崙,Biâu-li̍k Suann-lūn
苗栗事件,Biâu-li̍k Sū-kiānn
英法聯軍之役,Ing Huat Liân-kun tsi i̍k
軍事防禦,kun-sū hông-gū
郊商,kau-siong
降雨量,kàng-hōo-liōng
風力發電,hong-li̍k huat-tiān
風俗民情,hong-sio̍k bîn-tsîng
風俗習慣,hong-sio̍k si̍p-kuàn
個人隱私,kò-jîn ún-su
個人隱私,kò-lîn ún-su
倫理道德,lûn-lí tō-tik
原住民文化,guân-tsū-bîn bûn-huà
原住民族,guân-tsū-bîn-tso̍k
原漢衝突,Guân Hàn tshiong-tu̍t
唐山過台灣,Tn̂g-suann kuè Tâi-uân
唐山過台灣,Tn̂g-suann kè Tâi-uân
唐山過臺灣,Tn̂g-suann kuè Tâi-uân
唐山過臺灣,Tn̂g-suann kè Tâi-uân
埃及太陽曆,Ai-ki̍p Thài-iông-li̍k
埔里盆地,Poo-lí Phhûn-tuē
埔里盆地,Poo-lí Phhûn-tē
家扶基金會,Ka-hû Ki-kim-huē
家庭型態,ka-tîng hîng-thài
家庭計畫,ka-tîng kè-uē
家庭倫理,ka-tîng lûn-lí
家族社會,ka-tso̍k siā-huē
家族聚居,ka-tso̍k tsū-ki
家族聚居,ka-tso̍k tsū-ku
旅遊景點,lí-iû kíng-tiám
旅遊景點,lú-iû kíng-tiám
校規,hāu-kui
校園安全,hāu-hn̂g an-tsuân
校園安全地圖,hāu-hn̂g an-tsuân tuē-tôo
校園安全地圖,hāu-hn̂g an-tsuân tē-tôo
校園霸凌,hāu-hn̂g pà-lîng
核能科技,hi̍k-lîng kho-ki
核能科技,hu̍t-lîng kho-ki
格林威治,Kik-lîm-uī-tī
格林威治天文台,Kik-lîm-uī-tī Thian-bûn-tâi
格林威治天文臺,Kik-lîm-uī-tī Thian-bûn-tâi
桃園神社,Thô-hn̂g Sîn-siā
神社,sîn-siā
桃園國際機場,Thô-hn̂g Kok-tsè Ki-tiûnn
國際機場,kok-tsè ki-tiûnn
氣候型態,khì-hāu hîng-thài
氣候變遷,khì-hāu piàn-tshian
海岸山脈,hái-gān suann-me̍h
海岸山脈,hái-huānn suann-me̍h
海岸地形,hái-gān tuē-hîng
海岸地形,hái-gān tē-hîng
海岸地形,hái-huānn tuē-hîng
海岸地形,hái-huānn tē-hîng
海岸地區,hái-gān tuē-khu
海岸地區,hái-gān tē-khu
海岸地區,hái-huānn tuē-khu
海岸地區,hái-huānn tē-khu
海岸線,hái-gān-suànn
海岸線,hái-huānn-suànn
海底火山,hái-tué hué-suann
海底火山,hái-tué hé-suann
海底火山,hái-té hué-suann
海底火山,hái-té hé-suann
海底溫泉,hái-tué un-tsuânn
海底溫泉,hái-té un-tsuânn
海拔懸度,hái-pua̍t kuân-tōo
海洋資源,hái-iûnn tsu-guân
海禁,hái-kìm
消防局,siau-hông-kio̍k
消費行為,siau-huì hîng-uî
消費者文教基金會,Siau-huì-tsiá Bûn-kàu Ki-kim-huē
消費者服務專線1950,Siau-huì-tsiá Ho̍k-bū tsuan-suànn it kiú ngóo khòng
消費權益,siau-huì khuân-ik
消費權益,siau-huì kuân-ik
特色產業,ti̍k-sik sán-gia̍p
班級公約,pan-kip kong-iok
班級自治,pan-kip tsū-tī
班級幹部,pan-kip kàn-pōo
班會,pan-huē
畜牧業,thiok-bo̍k-gia̍p
祖先崇拜,tsóo-sian tsông-pài
祖籍,tsóo-tsi̍k
祖靈,tsóo-lîng
祖靈祭,Tsóo-lîng-tsè
耕者有其田,king--tsiá iú kî tiân
能源危機,lîng-guân guî-ki
三十暝,Sann-tsa̍p-mê
過年暗,Kuè-nî-àm
過年暗,Kè-nî-àm
除夕,Tî-si̍k
除夕,Tû-si̍k
飢餓,ki-gō
飢餓問題,ki-gō būn-tuê
飢餓問題,ki-gō būn-tê
枵飢問題,iau-ki būn-tuê
枵飢問題,iau-ki būn-tê
馬祖,Má-tsóo
馬祖列島,Má-tsóo lia̍t-tó
馬祖列島,Má-tsóo lia̍t-tóo
馬祖列嶼,Má-tsóo lia̍t-sū
馬偕牧師,Má-Kai Bo̍k-su
馬關條約,Má-kuan Tiâu-iok
高山族,Ko-san-tso̍k
下淡水溪,Ē-tām-tsuí-khe
下淡水溪,Ē-tām-tsuí-khue
高科技產業,ko-kho-ki sán-gia̍p
高科技製造業,ko-kho-ki tsè-tsō-gia̍p
高速公路,ko-sok kong-lōo
高速鐵路,ko-sok thih-lōo
高齡化社會,ko-lîng-huà siā-huē
健康服務中心,Kiān-khong Ho̍k-bū Tiong-sim
偷渡,thau-tōo
副熱帶氣候,hù-jia̍t-tài khì-hāu
副熱帶氣候,hù-lia̍t-tài khì-hāu
副熱帶氣候區,hù-jia̍t-tài khì-hāu-khu
副熱帶氣候區,hù-lia̍t-tài khì-hāu-khu
動物保護協會,tōng-bu̍t pó-hōo hia̍p-huē
區域特色,khu-hi̍k ti̍k-sik
區域特色,khu-i̍k ti̍k-sik
參政權,tsham-tsìng-khuân
參政權,tsham-tsìng-kuân
商人節,Siong-jîn-tseh
商人節,Siong-jîn-tsueh
商人節,Siong-lîn-tseh
商人節,Siong-lîn-tsueh
問禮堂,Būn-lé-tông
問禮堂,Mn̄g-lé-tn̂g
國民教育,kok-bîn kàu-io̍k
國民義務教育,kok-bîng ī-bū kàu-io̍k
國姓爺,Kok-sìng-iâ
國定古蹟,kok-tīng kóo-tsik
國家公園,Kok-ka Kong-hn̂g
國家公園,kok-ka kong-hn̂g
國語家庭,kok-gí ka-tîng
國語家庭,kok-gú ka-tîng
國語傳習所,kok-gí thuân-si̍p-sóo
國語傳習所,kok-gú thuân-si̍p-sóo
國際公約,kok-tsè kong-iok
國際犯罪問題,kok-tsè huān-tsuē būn-tuê
國際犯罪問題,kok-tsè huān-tsuē būn-tê
珍古德,Tin-kóo-tik
國際珍古德教育保育協會,Kok-tsè Tin-kóo-tik Kàu-io̍k ki̍p Pó-io̍k Hia̍p-huē
國際航空站,kok-tsè hâng-khong-tsām
國際組織,kok-tsè tsoo-tsit
國際勞工公約,Kok-tsè Lô-kang Kong-iok
國際貿易,kok-tsè bōo-i̍k
國際環境保護組織,Kok-tsè Khuân-kíng Pó-hōo Tsoo-tsit
國際競爭力,kok-tsè kīng-tsing-li̍k
國際護師節,Kok-tsè Hōo-su-tseh
國際護師節,Kok-tsè Hōo-su-tsueh
基本人權,ki-pún jîn-khuân
基本人權,ki-pún jîn-kuân
基本人權,ki-pún lîn-khuân
基本人權,ki-pún lîn-kuân
基因改造食品,ki-in kái-tsō si̍t-phín
基督宗教,Ki-tok tsong-kàu
堂號,tn̂g-hō
專賣,tsuan-bē
專賣制度,tsuan-bē tsè-tōo
教育程度,kàu-io̍k thîng-tōo
教師節,Kàu-su-tseh
教師節,Kàu-su-tsueh
族群械鬥,tso̍k-kûn hāi-tàu
曹公圳,Tsô-kong-tsùn
械鬥,hâi-tàu
械鬥,hāi-tàu
清水斷崖,Tshing-tsuí Tuān-gâi
清明節,Tshing-bîng-tseh
清明節,Tshinn-miâ-tsueh
清朝時期,Tshing-tiâu Sî-kî
現代化,hiān-tāi-huà
現代化建設,hiān-tāi-huà kiàn-siat
產業類別,sán-gia̍p luī-pia̍t
祭典活動,tsè-tián ua̍h-tāng
祭典活動,tsè-tián ua̍h-tōng
移民文化,î-bîn bûn-huà
移墾社會,î-khún siā-huē
荷西時代,Hô-Se Sî-tāi
荷西時期,Hô-Se Sî-kî
荷蘭人,Hô-lân-lâng
荷蘭時期,Hô-lân Sî-kî
被扶養人口,pī-hû-ióng jîn-kháu
被扶養人口,pī-hû-ióng lîn-kháu
貧富差距,pîn-hù tsha-kī
貧富差距,pîn-hù tsha-kū
通訊工具,thong-sìn kang-khū
通訊工具,thong-sìn kang-kū
通訊設施,thong-sìn siat-si
郭懷一事件,Keh huâi-it Sū-kiānn
郭懷一事件,Kueh huâi-it Sū-kiānn
都市計畫,too-tshī kè-uē
野百合學運,Iá-pik-ha̍p Ha̍k-ūn
釣魚臺列嶼,Tiò-hî-tâi lia̍t-sū
陳賴章墾號,Tân Luā-Tsiong Khún-hō
雪山山脈,Suat-suann Suann-me̍h
雪山磅空,Suat-san pōng-khang
雪山磅空,Suat-suann pōng-khang
雪霸國家公園,Suat-pà Kok-ka Kong-hn̂g
鹿皮,lo̍k-phuê
鹿皮,lo̍k-phê
鹿耳門水路,Lo̍k-ní-mn̂g tsuí-lōo
博愛座,phok-ài-tsō
單親家庭,tan tshing ka-tîng
就業機會,tsiū-gia̍p ki-huē
惡性競爭,ok-sìng kìng-tsing
惡性競爭,ok-sìng kīng-tsing
散村,suánn-tshun
普悠瑪號,Phu-iu-má-háu
智慧財產權,tì-huī tsâi-sán-khuân
智慧財產權,tì-huī tsâi-sán-kuân
上低繳納金額,siōng-kē kiáu-la̍p kim-gia̍h
渡海來台,tōo-hái lâi Tâi
渡海來臺,tōo-hái lâi Tâi
渡台禁令,tōo Tâi kìm-līng
渡臺禁令,tōo Tâi kìm-līng
港埠型都市,káng-poo-hîng too-tshī
無國界醫生,Bû-kok-kài i-sing
菲律賓板塊,Hui-lu̍t-pin Pán-khuài
菲律賓海板塊,Hui-lu̍t-pin-hái Pán-khuài
街路圖,ke-lōo-tôo
街路圖,kue-lōo-tôo
鄉公所,hiong-kong-sóo
鄉民代表會,hiong-bîn tāi-piáu-huē
開放港口,khai-hòng káng-kháu
開國紀念日,Khai-kok Kì-liām-ji̍t
開國紀念日,Khai-kok Kì-liām-li̍t
開發土地,khai-huat thóo-tuē
開發土地,khai-huat thóo-tē
開漳聖王,Khai-tsiang-sìng-ông
開荒,khui-hng
開臊節,Khui-tsho-tseh
開臊節,Khui-tsho-tsueh
集村,tsi̍p-tshuan
集村,tsi̍p-tshun
集會所,tsi̍p-huē-sóo
雲端,hûn-tuan
雲頂,hûn-tíng
雲端科技,hûn-tuan kho-ki
雲頂科技,hûn-tíng kho-ki
飲食文化,ím-si̍t bûn-huà
飲食習慣,ím-si̍t si̍p-kuàn
飯匙鵝,pn̄g-sî-gô
傳教士,thuân-kàu-sū
傳統文化,thuân-thóng bûn-huà
傳統厝,thuân-thóng-tshù
傳統徛家厝,thuân-thóng khiā-ke-tshù
古早厝,kóo-tsá-tshù
傳統技藝,thuân-thóng ki-gē
傳統社會,thuân-thóng siā-huē
傳統產業,thuân-thóng sán-gia̍p
傳統祭典,thuân-thóng tsè-tián
傳統節慶,thuân-thóng tsiat-khìng
傳統農漁業,thuân-thóng lông-hî-gia̍p
傳統農漁業,thuân-thóng lông-hû-gia̍p
傳統聚落,thuân-thóng tsū-lo̍k
圓山仔文化,Înn-suann-á Bûn-huà
圓山仔遺址,Înn-suann-á Uî-tsí
塑膠貨幣,sok-ka huè-pè
塑膠貨幣,sok-ka hè-pè
塑膠製品,sok-ka tsè-phín
愛鄉環保行動,ài-hiong huân-pó hîng-tōng
愛鄉環保行動,ài-hiong khuân-pó hîng-tōng
慈善團體,tsû-siān thuân-thé
新石器文化,Sin-tsio̍h-khì bûn-huà
新石器時代,Sin-tsio̍h-khì Sî-tāi
新石器時期,Sin-tsio̍h-khì Sî-kî
新住民,sin-tsū-bîn
新港文,Sin-káng-bûn
暖化,luán-huà
溫室氣體,un-sik khì-thé
矮靈祭,é-lîng-tsè
節能減碳,tsiat-lîng kiám-thuànn
節能標章,tsiat-lîng phiau-tsiong
節能標章,tsiat-lîng piau-tsiong
節慶,tsiat-khìng
經度,king-tōo
經緯線,king-huī-suànn
經緯線,king-uí-suànn
經濟活動,king-tsè ua̍h-tāng
經濟活動,king-tsè ua̍h-tōng
經濟發展,king-tsè huat-tián
義務教育,gī-bū kàu-io̍k
聖地麥加,sìng-tē Mài-ka
聖地,sìng-tē
報禁,pò-kìm
解嚴令,kái-giâm-līng
資訊科技,tsu-sìn kho-ki
資訊產業,tsu-sìn sán-gia̍p
資訊電子業,tsu-sìn tiān-tsú-gia̍p
資源回收,tsu-guân huê-siu
資源回收,tsu-guân hê-siu
農民市仔,lông-bîn tshī-á
農業社會,lông-gia̍p siā-huē
農漁牧業,lông-hî-bo̍k-gia̍p
運輸設施,ūn-su siat-si
過度開發,kuè-tōo khai-huat
過度開發,kè-tōo khai-huat
過番,kuè-huan
過番,kè-huan
道教信仰,Tō-kàu sìn-gióng
隔代教養,keh-tāi kàu-ióng
電子地圖,tiān-tsú tuē-tôo
電子地圖,tiān-tsú tē-tôo
電子發票,tiān-tsú huat-phiò
嘉南平原,Ka-lâm Pîng-guân
圖例,tôo-lē
團隊活動,thuân-tuī ua̍h-tāng
團隊活動,thuân-tuī ua̍h-tōng
團體活動,thuân-thé ua̍h-tāng
團體活動,thuân-thé ua̍h-tōng
實景,si̍t-kíng
實景地圖,si̍t-kíng tuē-tôo
實景地圖,si̍t-kíng tē-tôo
實體商店,si̍t-thé siong-tiàm
拍獵掠魚,phah-la̍h lia̍h-hî
演化論,ián-huà-lūn
漢文化,Hàn bûn-huà
漢番界碑,Hàn-Huan kài-pi
漳泉械鬥,Tsiang-Tsuân hâi-tàu
瑠公圳,Liû-kong-tsùn
監察,kàm-tshat
監察院,Kàm-tshat-īnn
碳跤跡,thuànn kha-jiah
碳跤跡,thuànn kha-liah
碳跤跡,thuànn-kha-jiah
碳跤跡,thuànn-kha-liah
福爾摩沙,Hō-lú-môo-sa
精緻農業,tsing-tì lông-gia̍p
綠色和平組織,Li̍k-sik Hô-pîng Tsoo-tsit
綠色消費,li̍k-sik siau-huì
綠建築,li̍k-kiàn-tio̍k
綠能產業,li̍k-lîng sán-gia̍p
網路商店,bāng-lōo siong-tiàm
網路購物,bāng-lōo kòo-bu̍t
緊急安置所,kín-kip an-tì-sóo
聚落,tsū-lo̍k
臺中盆地,Tâi-tiong Phûn-tuē
臺中盆地,Tâi-tiong Phûn-tē
臺北盆地,Tâi-pak Phûn-tuē
臺北盆地,Tâi-pak Phûn-tē
臺南古蹟,Tâi-lâm kóo-tsik
臺員,Tâi-uân
臺窩灣,Tâi-o-uân
臺灣三大圳,Tâi-uân sann tuā-tsùn
臺灣文化協會,Tâi-uân Bûn-huà Hia̍p-huē
臺灣本島,Tâi-uân pún-tó
臺灣本島,Tâi-uân pún-tóo
臺灣民主國,Tâi-uân Bîn-tsú-kok
臺灣民報,Tâi-uân Bîn-pò
臺灣原住民,Tâi-uân Guân-tsū-bîn
臺灣島,Tâi-uân tó
臺灣海峽,Tâi-uân Hái-kiap
臺灣總督府,Tâi-uân Tsóng-tok-hú
臺灣議會,Tâi-uân Gī-huē
臺灣議會設置請願運動,Tâi-uân Gī-huē Siat-tì Tshíng-guān Ūn-tōng
製造業,tsè-tsō-gia̍p
閩粵械鬥,Bân-Ua̍t hâi-tàu
閩粵拚,Bân-Ua̍t-piànn
領事館,Líng-sū-kuán
噍吧哖事件,Ta-pa-nî sū-kiānn
彈劾,tân-hi̍k
掖種祭,Iā-tsíng-tsè
歐亞板塊,Au-A Pán-khuài
歐洲聯盟,Au-tsiu Liân-bîng
潑水節,Phuah-tsuí-tseh
潑水節,Phuah-tsuí-tsueh
澎湖群島,Phênn-ôo kûn-tó
澎湖群島,Phênn-ôo kûn-tóo
澎湖群島,Phînn-ôo kûn-tó
澎湖群島,Phînn-ôo kûn-tóo
熱帶氣候,jia̍t-tài khì-hāu
熱帶氣候,lia̍t-tài khì-hāu
熱帶氣候區,jia̍t-tài khì-hāu-khu
熱帶氣候區,lia̍t-tài khì-hāu-khu
熱蘭遮城,Jia̍t-lân-jia-siânn
熱蘭遮城,Lia̍t-lân-jia-siânn
緯度,huī-tōo
緯度,uí-tōo
緯線,huī-suànn
緯線,uí-suànn
衛生所,uē-sing-sóo
衛生所,uī-sing-sóo
衛星影像圖,tshinn iánn-siōng-tôo
衛星影像圖,uē-tshenn iánn-siōng-tôo
課餘時間,khò-î sî-kan
課外時間,kho-gua sî-kan
輪作,lûn-tsok
鄭氏王朝,Tēnn--sī Ông-tiâu
鄭氏王朝,Tīnn--sī Ông-tiâu
鄭氏時代,Tēnn--sì Sî-tāi
鄭氏時代,Tīnn--sì Sî-tāi
鄭氏時期,Tēnn--sī Sî-kî
鄭氏時期,Tīnn--sī Sî-kî
鄭成功,Tēnn Sîng-kong
鄭成功,Tīnn Sîng-kong
鄭克塽,Tēnn Khik-sóng
鄭克塽,Tīnn Khik-sóng
鄭經,Tēnn King
鄭經,Tīnn King
儒家思想,jû-ka su-sióng
儒家思想,lû-ka su-sióng
學校自治組織,ha̍k-hāu tsū-tī tsoo-tsit
學習活動,ha̍k-si̍p ua̍h-tāng
學習活動,ha̍k-si̍p ua̍h-tōng
學習資源,ha̍k-si̍p tsu-guân
戰後初期,tsiàn-āu tshoo-kî
戰後臺灣,tsiàn-āu Tâi-uân
戰祭,Tsiàn-tsè
曆法,li̍k-huat
歷史建築,li̍k-sú kiàn-tio̍k
西螺溪,Sai-lê-khe
西螺溪,Sai-lê-khue
縣定古蹟,kuān-tīng kóo-tsik
縣政府,kuān-tsìng-hú
縣議會,kuān-gī-huē
蕃人公學校,Huan-jîn kong-ha̍k-hāu
蕃人公學校,Huan-lîn kong-ha̍k-hāu
龜山島,Ku-suann-tó
環保局,Huân-pó-kio̍k
環保局,Khuân-pó-kio̍k
環保標章,huân-pó phiau-tsiong
環保標章,huân-pó piau-tsiong
環保標章,khuân-pó phiau-tsiong
環保標章,khuân-pó piau-tsiong
環境汙染,khuân-kíng ú-jiám
環境汙染,khuân-kíng ú-liám
環境影響評估,khuân-kíng íng-hióng phîng-kóo
總統直選,tsóng-thóng ti̍t-suán
總督府,Tsóng-tok-hú
聯合國,Liân-ha̍p-kok
聯合國兒童基金會,Liân-ha̍p-kok Jî-tông Ki-kim-huē
聯合國兒童基金會,Liân-ha̍p-kok Lî-tông Ki-kim-huē
聯合國教科文組織,Liân-ha̍p-kok Kàu-kho-bûn Tsoo-tsit
教科文組織,Kàu-kho-bûn Tsoo-tsit
臨時動議,lîm-sî tōng-gī
齋戒月,tsai-kài-ge̍h
齋戒月,tsai-kài-gue̍h
斷層海岸,tuān-tsân hái-huānn
禮俗,lé-sio̍k
舊石器時代,Kū-tsio̍h-khì Sî-tāi
舊石器時期,Kū-tsio̍h-khì Sî-kî
藍地黃虎旗,nâ-tuē n̂g-hóo-kî
藍地黃虎旗,nâ-tē n̂g-hóo-kî
藍色公路,nâ-sik kong-lōo
厚水期,kāu-tsuí-kî
豐年祭,hong-liân-tsè
豐年祭,hong-nî-tsè
醫療資源,i-liâu tsu-guân
醫療衛生,i-liâu uē-sing
醫療衛生,i-liâu uī-sing
鎮公所,tìn-kong-sóo
離島,lî-tó
離島,lī-tó
鵝鑾鼻,Gô-luân-phīnn
獸力運輸,siù-li̍k ūn-su
藝文活動,gē-bûn ua̍h-tāng
藝文活動,gē-bûn ua̍h-tōng
霧社事件,Bū-sia sū-kiānn
蘭嶼,Lân-sū
霸凌事件,pà-lîng sū-kiānn
霾,bâi
觀光業,kuan-kong-gia̍p
觀光導覽圖,kuan-kong tō-lám-tôo
指北極,tsí-pak-ki̍k
指南極,tsí-lâm-ki̍k
九龍公道杯,kiú-liông kong-tō-pue
九龍杯,kiú-liông-pue
二分法,jī-hun-huat
二分法,lī-hun-huat
人造虹,jîn-tsō khīng
人造虹,lîn-tsō khīng
三稜鏡,sann-lîng-kiànn
頂弦月,tíng-hiân-ge̍h
頂弦月,tíng-hiân-gue̍h
上游,siōng-iû
下弦月,hā-hiân-ge̍h
下弦月,hā-hiân-gue̍h
溪尾,khe-bué
溪尾,khue-bué
下游,hā-iû
塗壤,thôo-jióng
大地景觀,tāi-tuē kíng-kuan
大地景觀,tāi-tē kíng-kuan
大氣層,tāi-khì-tsân
大陸冷氣團,tāi-lio̍k líng-khì-thuân
大熊座,Tāi-hîm-tsō
大車齒,tuā-tshia-khí
大齒仔,tuā-gí-á
大狗齒仔,tuā-káu-khí-á
子房,tsú-pâng
子葉,tsú-hio̍h
小熊座,Siáu-hîm-tsō
細車齒,suè-tshia-khí
細車齒,sè-tshia-khí
細齒仔,suè-gí-á
細齒仔,sè-gí-á
細狗齒仔,suè-káu-khí-á
細狗齒仔,sè-káu-khí-á
鹼仔水,kinn-á-tsuí
再生資源,tsài-sing tsu-guân
袂當再生資源,buē-tàng tsài-sing tsu-guân
